APK,TP,FP,FN,Precision,Recall,F1
org.schabi.sharewithnewpipe-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.svgredirect.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.svgredirect-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.svgredirect-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.svgredirect-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.secuso.privacyfriendlypin.apk,4,0,0,1.0000,1.0000,1.0000
org.secuso.privacyfriendlysudoku.apk,6,0,0,1.0000,1.0000,1.0000
org.segin.bfinterpreter.apk,4,0,0,1.0000,1.0000,1.0000
org.toulibre.cdl.apk,6,0,0,1.0000,1.0000,1.0000
org.transdroid.search.apk,1,0,0,1.0000,1.0000,1.0000
org.xposeddownloader.apk,9,1,0,.9000,1.0000,.9473
ovh.ice.icecons.apk,4,0,0,1.0000,1.0000,1.0000
ovh.ice.icecons-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
ovh.ice.icecons-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
ovh.ice.icecons-rmv.apk,4,0,0,1.0000,1.0000,1.0000
proguard-ar.com.tristeslostrestigres.diasporanativewebapp.apk,6,0,0,1.0000,1.0000,1.0000
proguard-at.bitfire.cadroid.apk,1,0,0,1.0000,1.0000,1.0000
proguard-axp.tool.apkextractor.apk,6,0,0,1.0000,1.0000,1.0000
proguard-be.brunoparmentier.apkshare.apk,6,0,0,1.0000,1.0000,1.0000
proguard-be.digitalia.fosdem.apk,6,0,0,1.0000,1.0000,1.0000
proguard-ca.rmen.android.poetassistant.apk,12,1,0,.9230,1.0000,.9599
proguard-ch.ihdg.calendarcolor.apk,1,0,0,1.0000,1.0000,1.0000
proguard-click.dummer.textthing.apk,6,0,0,1.0000,1.0000,1.0000
proguard-co.loubo.icicle.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.abcdjdj.rootverifier.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.adam.aslfms.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.anddevw.getchromium.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.blanyal.remindly.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.bleyl.recurrence.apk,15,0,0,1.0000,1.0000,1.0000
proguard-com.briankhuu.nfcmessageboard.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.catchingnow.tinyclipboardmanager.apk,6,0,0,1.0000,1.0000,1.0000
proguard-com.claha.showtimeremote.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.danielkim.soundrecorder.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.dimtion.shaarlier.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.easwareapps.quoter.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.easwareapps.transparentwidget.apk,6,0,0,1.0000,1.0000,1.0000
proguard-com.easytarget.micopi.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.ebaschiera.triplecamel.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.eibriel.reddot.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.evenement.encapsulation.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.example.ismael.downloadfilesweb.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.fisheradelakin.interactivestory.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.freezingwind.animereleasenotifier.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.fullscreen.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.github.mofosyne.instantreadme.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.github.mofosyne.tagdrop.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.github.redpanal.android.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.github.yeriomin.dumbphoneassistant.apk,1,0,0,1.0000,1.0000,1.0000
proguard-com.gk.simpleworkoutjournal.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.gunshippenguin.openflood.apk,1,3,0,.2500,1.0000,.4000
proguard-com.guvery.notifyme.apk,8,0,0,1.0000,1.0000,1.0000
proguard-com.idunnololz.igo.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.jarsilio.android.waveup.apk,6,0,0,1.0000,1.0000,1.0000
proguard-com.javierllorente.adc.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.khuttun.notificationnotes.apk,7,0,0,1.0000,1.0000,1.0000
proguard-com.llamacorp.equate.apk,1,2,0,.3333,1.0000,.4999
proguard-com.luk.timetable2.apk,11,0,0,1.0000,1.0000,1.0000
proguard-com.markusborg.test.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.mikifus.padland.apk,10,0,0,1.0000,1.0000,1.0000
proguard-com.moonpi.swiftnotes.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.mrbimc.selinux.apk,4,1,0,.8000,1.0000,.8888
proguard-com.mustafaali.sensorssandbox.apk,8,0,0,1.0000,1.0000,1.0000
proguard-com.nathanosman.chronosnap.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.numguesser.tonio_rpchp.numberguesser.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.nutomic.syncthingandroid.apk,11,0,1,1.0000,.9166,.9564
proguard-com.phg.constellations.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.phikal.regex.apk,5,0,0,1.0000,1.0000,1.0000
proguard-com.phpsysinfo.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.pindroid.apk,8,0,0,1.0000,1.0000,1.0000
proguard-com.prhlt.aemus.Read4SpeechExperiments.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.rastating.droidbeard.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.rubenroy.minimaltodo.apk,12,0,0,1.0000,1.0000,1.0000
proguard-com.samsandberg.mtafarebuster.apk,6,0,0,1.0000,1.0000,1.0000
proguard-com.samsung.srpol.apk,6,1,0,.8571,1.0000,.9230
proguard-com.secuso.torchlight2.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.serwylo.lexica.apk,1,3,0,.2500,1.0000,.4000
proguard-com.sevag.unrealtracker.apk,1,0,0,1.0000,1.0000,1.0000
proguard-com.simplemobiletools.camera.apk,8,0,0,1.0000,1.0000,1.0000
proguard-com.simplemobiletools.draw.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.simplemobiletools.gallery.apk,12,0,0,1.0000,1.0000,1.0000
proguard-com.simplemobiletools.notes.apk,9,0,0,1.0000,1.0000,1.0000
proguard-com.soyblue.bluesound.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.thefonz.ed_tool.apk,3,0,0,1.0000,1.0000,1.0000
proguard-com.thibaudperso.sonycamera.apk,4,0,0,1.0000,1.0000,1.0000
proguard-com.todobom.opennotescanner.apk,11,2,0,.8461,1.0000,.9166
proguard-com.tomaszmarzeion.notepad.apk,6,0,0,1.0000,1.0000,1.0000
proguard-com.tortel.syslog.apk,12,0,0,1.0000,1.0000,1.0000
proguard-com.ultramegatech.ey.apk,3,0,0,1.0000,1.0000,1.0000
proguard-com.vrem.wifianalyzer.apk,7,0,0,1.0000,1.0000,1.0000
proguard-com.willianveiga.countdowntimer.apk,4,0,0,1.0000,1.0000,1.0000
proguard-cz.martykan.forecastie.apk,7,0,0,1.0000,1.0000,1.0000
proguard-de.audioattack.yacy32c3search.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.baumann.diaspora.apk,9,0,0,1.0000,1.0000,1.0000
proguard-de.baumann.sieben.apk,8,0,0,1.0000,1.0000,1.0000
proguard-de.cryptobitch.muelli.vouchercalc.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.d120.ophasekistenstapeln.apk,4,0,0,1.0000,1.0000,1.0000
proguard-de.jkliemann.parkendd.apk,6,1,0,.8571,1.0000,.9230
proguard-de.karbach.tac.apk,4,0,0,1.0000,1.0000,1.0000
proguard-de.kodejak.hashr.apk,4,0,0,1.0000,1.0000,1.0000
proguard-de.marmaro.krt.ffupdater.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.meonwax.soundboard.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.naturalnet.mirwtfapp.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.naturalnet.zahnarztgeraeusche.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.phoenixstudios.pc_dimmer.apk,6,0,0,1.0000,1.0000,1.0000
proguard-de.pinyto.exalteddicer.apk,4,0,0,1.0000,1.0000,1.0000
proguard-de.tap.easy_xkcd.apk,14,7,1,.6666,.9333,.7776
proguard-eu.faircode.finegeotag.apk,1,0,0,1.0000,1.0000,1.0000
proguard-eu.siacs.conversations.voicerecorder.apk,4,0,0,1.0000,1.0000,1.0000
proguard-free.yhc.netmbuddy.apk,3,0,0,1.0000,1.0000,1.0000
proguard-fr.hnit.babyname.apk,6,0,0,1.0000,1.0000,1.0000
proguard-fr.hnit.riverferry.apk,6,0,0,1.0000,1.0000,1.0000
proguard-fr.mobdev.goblim.apk,6,0,0,1.0000,1.0000,1.0000
proguard-fr.s3i.pointeuse.apk,6,0,0,1.0000,1.0000,1.0000
proguard-fr.tvbarthel.apps.simpleweatherforcast.apk,5,0,0,1.0000,1.0000,1.0000
proguard-in.blogspot.anselmbros.torchie.apk,6,0,0,1.0000,1.0000,1.0000
proguard-info.staticfree.SuperGenPass.apk,3,0,0,1.0000,1.0000,1.0000
proguard-io.github.benoitduffez.cupsprint.apk,5,0,0,1.0000,1.0000,1.0000
proguard-io.github.otakuchiyan.dnsman.apk,4,0,0,1.0000,1.0000,1.0000
proguard-io.github.phora.androptpb.apk,3,0,0,1.0000,1.0000,1.0000
proguard-io.github.tompreuss.apnsettings.apk,4,0,0,1.0000,1.0000,1.0000
proguard-is.pinterjann.jaws.apk,5,0,0,1.0000,1.0000,1.0000
proguard-it.niedermann.owncloud.notes.apk,7,0,0,1.0000,1.0000,1.0000
proguard-it.reyboz.chordshift.apk,4,0,0,1.0000,1.0000,1.0000
proguard-koeln.mop.elpeefpe.apk,8,1,0,.8888,1.0000,.9411
proguard-me.shrimadhavuk.watransmitter.apk,4,0,0,1.0000,1.0000,1.0000
proguard-moe.minori.pgpclipper.apk,5,0,0,1.0000,1.0000,1.0000
proguard-net.bierbaumer.otp_authenticator.apk,9,0,0,1.0000,1.0000,1.0000
proguard-net.bitconomy.ckpoolwatcher.apk,4,0,0,1.0000,1.0000,1.0000
proguard-net.gaast.giggity.apk,4,0,0,1.0000,1.0000,1.0000
proguard-net.pmarks.chromadoze.apk,4,1,0,.8000,1.0000,.8888
proguard-org.afhdownloader.apk,9,1,0,.9000,1.0000,.9473
proguard-org.anothermonitor.apk,1,0,0,1.0000,1.0000,1.0000
proguard-org.asnelt.derandom.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.basketbuilddownloader.apk,9,1,0,.9000,1.0000,.9473
proguard-org.bienvenidoainternet.app.apk,12,0,0,1.0000,1.0000,1.0000
proguard-org.bobstuff.bobball.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.cry.otp.apk,8,0,0,1.0000,1.0000,1.0000
proguard-org.dmfs.tasks.apk,15,0,0,1.0000,1.0000,1.0000
proguard-org.grapentin.apps.exceer.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.hiittimer.hiittimer.apk,2,0,0,1.0000,1.0000,1.0000
proguard-org.holylobster.nuntius.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.indywidualni.fblite.apk,10,0,0,1.0000,1.0000,1.0000
proguard-org.janb.shoppinglist.apk,14,0,6,1.0000,.7000,.8235
proguard-org.kost.nmap.android.networkmapper.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.legtux.m_316k.fortune.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.legtux.m_316k.taptheblacktiles.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.opengappsdownloader.apk,9,1,0,.9000,1.0000,.9473
proguard-org.opengemara.shiurim.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.osmocom.tacdatabaseclient.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.pulpdust.lesserpad.apk,1,0,0,1.0000,1.0000,1.0000
proguard-org.schabi.openhitboxstreams.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.schabi.sharewithnewpipe.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.schabi.svgredirect.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.secuso.privacyfriendlypin.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.secuso.privacyfriendlysudoku.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.segin.bfinterpreter.apk,4,0,0,1.0000,1.0000,1.0000
proguard-org.toulibre.cdl.apk,6,0,0,1.0000,1.0000,1.0000
proguard-org.transdroid.search.apk,1,0,0,1.0000,1.0000,1.0000
proguard-org.xposeddownloader.apk,9,1,0,.9000,1.0000,.9473
proguard-ovh.ice.icecons.apk,4,0,0,1.0000,1.0000,1.0000
proguard-rino.org.tethercompanion.apk,4,0,0,1.0000,1.0000,1.0000
proguard-ru.glesik.wifireminders.apk,3,0,0,1.0000,1.0000,1.0000
proguard-ru.subprogram.paranoidsmsblocker.apk,5,1,0,.8333,1.0000,.9090
proguard-science.itaintrocket.pomfshare.apk,3,0,0,1.0000,1.0000,1.0000
proguard-systems.byteswap.aiproute.apk,4,0,0,1.0000,1.0000,1.0000
proguard-us.shandian.giga.apk,7,0,0,1.0000,1.0000,1.0000
proguard-za.co.lukestonehm.logicaldefence.apk,7,0,0,1.0000,1.0000,1.0000
rino.org.tethercompanion.apk,4,0,0,1.0000,1.0000,1.0000
ru.glesik.wifireminders.apk,3,0,0,1.0000,1.0000,1.0000
ru.glesik.wifireminders-ctrl.apk,3,0,0,1.0000,1.0000,1.0000
ru.glesik.wifireminders-fltn-rnm.apk,3,0,0,1.0000,1.0000,1.0000
ru.glesik.wifireminders-rmv.apk,3,0,0,1.0000,1.0000,1.0000
ru.subprogram.paranoidsmsblocker.apk,5,1,0,.8333,1.0000,.9090
science.itaintrocket.pomfshare.apk,3,0,0,1.0000,1.0000,1.0000
science.itaintrocket.pomfshare-ctrl.apk,3,0,0,1.0000,1.0000,1.0000
science.itaintrocket.pomfshare-fltn-rnm.apk,3,0,0,1.0000,1.0000,1.0000
science.itaintrocket.pomfshare-rmv.apk,3,0,0,1.0000,1.0000,1.0000
systems.byteswap.aiproute.apk,4,0,0,1.0000,1.0000,1.0000
systems.byteswap.aiproute-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
systems.byteswap.aiproute-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
systems.byteswap.aiproute-rmv.apk,4,0,0,1.0000,1.0000,1.0000
tk.elevenk.dailybread.apk,8,0,0,1.0000,1.0000,1.0000
trikita.slide.apk,2,1,0,.6666,1.0000,.7999
trikita.talalarmo.apk,1,0,0,1.0000,1.0000,1.0000
us.shandian.giga.apk,7,0,0,1.0000,1.0000,1.0000
za.co.lukestonehm.logicaldefence.apk,7,0,0,1.0000,1.0000,1.0000
za.co.lukestonehm.logicaldefence-ctrl.apk,7,0,0,1.0000,1.0000,1.0000
za.co.lukestonehm.logicaldefence-fltn-rnm.apk,7,0,0,1.0000,1.0000,1.0000
za.co.lukestonehm.logicaldefence-rmv.apk,7,0,0,1.0000,1.0000,1.0000
OVERALL,5742,184,382,.9689,.9376,.9529
